"
Too much politics and backstabbing, most people in management positions have no people management skills. Those who are good at politics get promoted, those who work hard never do, no clear career development plan. Visa would rather hire less-qualified people from the outside and give them better salaries and titles than develop and promote its own well-qualified employees who deserve it. Every 6 months there's a reorg...
Show More",3.0,"
Well-known brand, great business model, good office culture, most people are friendly and open, some fun projects to work on.",Former Employee Marketing Manager in Foster City CA,2015-11-12,visa
"
Used to be a great place to work. Now it is an average company.",2.0,"
Work life balance is ok.",Current Employee Director Product Management in Denver CO,2015-12-21,visa
"
Poor leadership can be found across the company. Employees often find their roles and responsibilities are unclear, which is quite common in many departments. There're too many unnecessary layers in some organizations. Often time, job promotion is not based on performance (which is secondary in most cases), but based on how skillful an employee can kiss up and kick down. There are way too many so called Senior Director...
Show More",2.0,"
Good brand recognition; strong market dominance in the U.S., impressive VisaNet performance",Current Employee Anonymous Employee in San Francisco CA,2015-11-29,visa
"
Management needs to wake up and smell the coffee . Old technology, disorganized engineering groups . This is not the place you will learn new stuff.",1.0,"
Nice Parking lot if you come early you might get a good spot.",Former Employee Senior Software Engineer in Foster City CA,2016-01-18,visa
"
Years ago, for anyone in the payments industry Visa was THE place to work...and when I first started, it WAS the place to work. We worked incredibly hard but didn't mind doing so as we felt appreciated. Since day one of the new board and executive management team the morale and company as a whole has changed. It's clear we are the grunts and you are in charge...you've made that incredibly clear year after year...staff...
Show More",1.0,"
Talented workforce. Interesting assigments & work.",Current Employee Business Leader in Foster City CA,2015-12-28,visa
"
Seems like only Indians contractors are the target demographics for the tech department. Practices ancient software production techniques. Who still manually deploy code into production? Production releases are a week long effort just to solve the same problems as last production release. Lies about being Agile development shop, when in reality they'll be lucky to be idered Waterfall.",2.0,"
Very relaxed compared to other companies",Current Employee Software Engineer in San Francisco CA,2015-11-10,visa
"
no more retirement benefits. It depends on which group u fallen in. Some groups doesn't update the technology",2.0,"
Good company to work Good benefits its has retirement benefits.",Current Employee Staff Software Engineer in Fremont CA,2015-12-29,visa
"
- Lots of busy work but very little meaningful work that will make you feel like you are growing skills - Self absorbed and childish management - Generally low morale - No real career paths, even though hundreds of hours are spent developing them - CEO is arrogant and visibly flippant towards staff - Cube farm mindset deeply ingrained - Zero camaraderie among colleagues",1.0,"
- Great brand with global presence and opportunities if you push for them - Stable work, it's what I imagine government jobs are like - Not the worst salary, bonus or benefits package but they do keep lowering the bar",Current Employee Director in Foster City CA,2015-12-29,visa
"
Visa is downgrading benefits to save money. The pension plan was frozen in 2015. The health benefits are being down graded.",4.0,"
Visa has been a fantastic employer providing great benefits and reasonable working environment with clear goal setting and good bonus.",Current Employee Senior Account Manager in Ashburn VA,2015-11-23,visa
"
See above. Old antiquated systems. The only thing older than the systems is the majority of the staff. Dinosaurs work here. Compensation is low. They tease you with the pension and '200%' bonus plan which is actually a bunch of BS. No annual raises unless you are a VP. Stock grants are pitiful. Avoid this place, they don't care about anything except for bottom line and C- level execs raking in the bonuses and cash",1.0,"
none. You don't have to really to do great work because the bar is low.",Current Employee Director in San Francisco CA,2016-01-01,visa
"
Executive mgmt., hours required to work, stock only given to executives for the most part(we are given 10 shares the executives are given 10,000 shares)! Benefits are in a steep decline! New employees go look elsewhere for your future until Executive mgmt. changes! If you are an intern they will definitely take care of you! Makes no business sense!",2.0,"
Co-workers are great! Direct management is great!",Current Employee Senior Network Engineer in Harpers Ferry WV,2015-11-12,visa
"
Very bad work culture in DMPD. Over commitment to clients. Cutting down incentives and hoping to remain employer of choice!! NOT GONNA HAPPEN !!!",2.0,"
Nothing much to say here.",Current Employee Test Engineer in Foster City CA,2015-11-24,visa
"
There are some managers who have no people skills. So, you may want to evaluate the hiring manager before accepting the offer.",4.0,"
Visa is one of the best companies I worked for. The company has good benefits, culture and challenging work. There are lots of smart people, so you keep learning.",Former Employee Anonymous Employee in Foster City CA,2015-12-10,visa
"
I had a bad manager who didn't really value my time as an intern",2.0,"
You get to work on some interesting projects, as well as network with a lot of other people.",Former Employee Software Engineer Intern in San Francisco CA,2015-12-18,visa
"
The recent changes in employee compensation and benefit have been very demoralizing - Take company performance out of individual contributor's bonus calculation - Take away 6% pension to match market practice without compensating employees in other areas ( e.g. equity award, which is also a general market practice in bay area) - Raise health care expense 15-20%. - No salary raise (inflation adjustment), not even for...
Show More",2.0,"
Solid business, strong balance sheet, tons of cash, work life balance",Current Employee Anonymous Employee in Foster City CA,2015-11-12,visa
"
Lots of processes that don't just slow things down, but in the end, really frustrate people and contribute to people being more unmotivated in general. Leaders aren't very interested in listening to employees. More interested in just having people get on board already. Very little push back to leaders. Most middle management are just working to keep their jobs and make the boss happy--less interested in putting bold ideas...
Show More",3.0,"
Some of the best people I've every worked with. Sheer volume of data, customers, impact means big problems to solve. Good ideas get funded/approved.",Current Employee Director in Foster City CA,2015-12-02,visa
"
Not the fore-front in Tech. Growth is little slow",3.0,"
Job stability. Good Work life Balance",Current Employee Anonymous Employee in San Jose CA,2015-12-17,visa
"
So few women in leadership roles. Starting at the top, you have to go three rungs down the ladder to find women. No development pipeline for women. The President doesn't have a single woman reporting to him (except for his secretary) and, at age 40, he's supposed to be rejuvenating the culture. They can say it's because there aren't talented women but there are a significant number of male VPs and SVPs who are...
Show More",3.0,"
Great products. Awesome benefits Beautiful San Francisco office Exciting time for the industry Great brand",Current Employee Anonymous Employee in San Francisco CA,2015-09-28,visa
"
Men out number women 4:1 in many groups. Of the women only a small percentage rise to director and above. If you are a woman don't expect to rise in your career here. Unusual given Visa supports retail and banking which have high percentages of women executives. The minorities seen remind one of a class system. If you are a white or Indian male, you can write your ticket to career success, everyone else get into your...
Show More",3.0,"
The retirement plan kept them heads above other tech employers but that's no longer a factor with cease of contributions as of end of 15. Visa Perks is nice benefit. A lot of communication from corporate.",Current Employee Technical Support Analyst in Austin TX,2015-11-06,visa
"
No CMO Lack global marketing strategy Business leadership overly involved in marketing",3.0,"
Global Brand Reasonable Resources Lots bright people",Current Employee Senior Director in Foster City CA,2015-12-04,visa
"
Team leaders and supervisors did not always conduct themselves as leaders.",3.0,"
Flexibility of schedules Cafeteria Gym Onsite Daycare and Elementary school",Former Employee Customer Service Representative in Miami FL,2015-12-03,visa
"
declining benefits, average compensation, bureaucracy, poor executive communication, lack of career development, disorganized",4.0,"
reputation, brand, autonomy, culture, work-life balance, business model",Current Employee Product Analyst in San Francisco CA,2015-11-09,visa
"
Very disorganized on-boarding process with no support network in place to get employees up and running from day one. The help desk in India is sub par. I've been shocked on a daily basis with silly and wasteful processes. For example no one tells you how to get expenses direct deposited so they FedX checks to you?! Should have seen it coming when they use prepaid cards to pay for expenses incurred while interviewing....
Show More",2.0,"
Decent pay and work life balance. Known brand.",Current Employee Director in Miami FL,2015-11-15,visa
"
-Culture of extreme fear. Always worried that you will make a mistake (on something that you were never told you should/shouldn't be doing) and be publicly humiliated for it -Lack of career growth or any career paths (unless you benefit by nepotism - e.g., are an Indian male of a specific caste) -Dishonest HR and Executive team (sold on specific benefits and growth opportunitites to be recruited, only to find them...
Show More",1.0,"
-Brand name -Company is not going to go bankrupt -You can hang out and not do a lot of work, if that's what you like",Current Employee Business Leader in Foster City CA,2015-11-26,visa
"
Management/Board could care less about the direction of the company as long as it makes them money. Paycuts to management/board? Of course not. They just got new stock options in November (public information) while the rest of the actual working employees get a pension cut and zero stocks. Notice the theme in the most recent reviews? SILENCE. Silence from executive management in addressing any issues whatsoever....
Show More",1.0,"
Employees that care about the direction of the company (at least the ones that are actually doing the work).",Current Employee Software Engineer in Foster City CA,2015-11-27,visa
"
career advancement very limited, senior positions usually hired from outside, employees are encouraged to find a deep expertise and stay in that position permanently",4.0,"
overall comp is OK, work life balance excellent, company is still in a growing and innovative industry and stock is doing well",Current Employee Anonymous Employee in New York NY,2015-10-27,visa
"
This place is a mess. Turnover is high. Politics are horrible. Management is focused only on the biggest banks and Wall Street. There is no true, honest engagement with the rank and file. The CEO and his team don't make any effort to understand the issues facing employees. They just cut the pension benefit and announced it in a sneaky way so as to hide it from employees. They also just raised health care costs, yet...
Show More",1.0,"
Well known brand. Used to pay pretty well.",Former Employee Vice President in San Francisco CA,2015-11-19,visa
"
The company is slashing employee benefits at a time when profits are booming. The pension has been frozen resulting in essentially a 6% pay reduction. But hey, they could have just cashed us out so we are just being ingrates, right? Insurance costs have risen 15-20% due to ""potential cadillac taxes"" due to ObamaCare. Yet when the numbers are actually looked at, Visa is well within it ranges and many of these taxes won't...
Show More",1.0,"
Not many at this point in time. And yes, I am looking for a new job.",Current Employee Engineer in San Francisco CA,2015-11-24,visa
"
I have been in this company only three Months. They eliminated my role, in a re-org. There was no effort to place me in another role. I have till end of Jan to find a job on my own. The hire and fire place, is not adding well to their being employer of choice goal.",1.0,"
None I can say at this time. I have been here only 3 months, and i lost my job.",Current Employee Senior Solutions Architect in Foster City CA,2015-11-22,visa
"
Arrogant, entitled executive management. Some laughable exec hiring by CEO. Comp that is well below market. Apparently benchmarked to retail banking, not true tech companies. Extreme cut-backs in benefits. Paranoia that permeates at all levels. It's a culture of fear that just makes everyone silent and tired.",1.0,"
Still lots of smart, dedicated people, but the numbers are dwindling by the day.",Current Employee Anonymous Employee in San Francisco CA,2015-11-11,visa
"
Dirty politics, favoritism, lack of innovation, poor compensation (No equity, horrible bonus structure), skills are allowed to rot while folks sucking up are rewarded, confusing year end review process, Lack of career opportunities. ask for a career development program and the leaders roll their eyes as if you asked for their kidney, NO work from home policy, Poor health insurance plans (raised the burden on employees...
Show More",1.0,"
Global brand, great location if you work in SF, great if seeking a swanky job title (Director, Business leader ..), shuttle service, Smart people who are held victims of internal politics.",Current Employee Manager in San Francisco CA,2015-11-13,visa
"
Despite making record profits, Visa continues to strip away benefits from its employees in 2015. On top of completely removing the pension plan, Visa also decided to increase its healthcare plan cost by 20%. If you decide against your better judgement to come work here, be sure to negotiate a high salary as your annual raises will likely be 1.5%!! The leadership team at Visa needs to get a clue and realize this company...
Show More",1.0,"
The work/life balance is decent.",Current Employee Anonymous Employee in Austin TX,2015-11-13,visa
"
Let me count the : - no offices for Directors - Pensions cancelled - Increase in healthcare costs - Out of touch executive management - Low tech out of date legacy internal information systems",1.0,"
I can't think of any.",Current Employee Director in Foster City CA,2015-11-10,visa
"
No work life balance. No leadership. Every process and department runs around like chickens with their head cut off. They talk the talk but don't walk the walk.",1.0,"
Nothing: Earlier everything was bad but only Pro was good benefits. Recently there was an announcement to cut the 6% retirement fund that Visa had for employees. Reason - to align with others in the industry. So they want to just do what others do yet talk about being employer of choice. Also they announced 20% increase in insurance premium. And worst of all the announcement was made in the most tacky way possible via...
Show More",Current Employee Systems Analyst in Foster City CA,2015-11-09,visa
"
Lots of old Visa hierarchical baby boomers still around, chaotic, frantic work pace, poor quality/broken processes, pay below average in high cost of living area, retirement cancelled, 401k matching average, HR have serious communication issues, cowardly executives don't want to face employees with bad news.",1.0,"
Busy, good networking opportunities, good brand on resume for career advancement, close to Silicon Valley for other emerging payment provider job opportunities.",Current Employee Director in Foster City CA,2015-11-12,visa
"
Given the geography they operate in and the industry (fintech), benefits are not comparable. Compensation is generally much lower than most tech companies in the bay area for similar job functions i.e. staff engineer, director, sr director etc are all well below market compared to other peers in the bay area. With the recent decision to take out a key total compensation benefit there is widespread employee anger and disbelief....
Show More",1.0,"
Visa's biggest strength is its market share and with VE acquisition there is tremendous potential for the company but there are head winds and disruptive innovations in the Payments space.",Former Employee Director in Foster City CA,2015-11-14,visa
"
HR recently slashed benefits to be way below industry standards. With the current benefits packages living Bay Area will be hard. Employee moral is at an all time low- it is nearly impossible to get anything done, people are just waiting to be laid off. They are flattening the org and eliminating all mangers who are technical. Only NBAs are allowed to manage people now. Lay offs are happening everywhere- they are...
Show More",1.0,"
With the addition of Visa Europe now Visa Inc. is a truly global brand. VisaNet is the premier payment network. The San Francisco office was reopened greatly reducing many employees commutes.",Current Employee Anonymous Employee in San Francisco CA,2015-11-12,visa
"
Sometimes a struggle exists on whether Visa should become more umer-facing or focus on B2B. But that is the nature of being a network with stakeholders across the payment ecosystem. While not operating at the pace of a start-up, it is moving in the right direction.",5.0,"
Very fast-moving industry, sitting at the center of fintech innovations. Since Visa went public in 2008, the culture continues to embrace the TECH side of fintech. This is reflected in the new partnerships Visa engages with and collaborative nature of the business.",Current Employee Product Analyst in San Francisco CA,2015-10-29,visa
"
The truth is, at such a large company and at such a low position, you are expendable. Also, everyone on the floor just felt like a robot. There was no leeway or understanding for time spent doing anything other than working.",3.0,"
Great name, great experience, great opportunities ahead of you if you perform really well.",Former Employee Anonymous Employee in Miami FL,2015-11-03,visa
"
- Depending on department, you either have super relaxed work life balance or super intense with ridiculous timelines. - 0 0 0 0 bugs which is impossible and causes so much unnecessary stress and pressure for the team - Not diverse - Boys club where all the senior execs are all long time friends and self promote, doesn't promote qualified leaders and promotes close friends - Unnecessarily difficult to get anything...
Show More",1.0,"
- 401k is absurd. 6% matching and another 6% to an IRA available if you're there for 3 years. - Great place to get H1B sponsorship - Awesome place to go if you don't want to do any meaningful work and want to just wait for retirement",Former Employee Senior Director in San Francisco CA,2015-11-10,visa
"
Sometimes timelines for fixing system issues can be lengthy.",5.0,"
Visa is dedicated to providing excellent customer service. Visa is innovative. Visa employees have a sense of pride about their work, goals and accomplishments. Visa fosters a collaborative environment.",Current Employee Anonymous Employee in Highlands Ranch CO,2015-10-26,visa
"
- Terrible Benefits package - renege on promises made in my offer letter. - View you as a slave labor force - Overworked and underpaid - With a perfect annual review, you receive far below industry raises and rewards. - Management doesn't know what the hell they are doing. - Management is so far separated from the business. They don't know what the hell is going on. - It is socially acceptable and I would say unofficially...
Show More",1.0,"
- It looks great on your resume, and that is the only positive thing I can say regarding this company.",Current Employee Anonymous Employee in Foster City CA,2015-11-14,visa
"
No  for this company",5.0,"
Great company to work for.",Current Employee Senior Recruiter in Foster City CA,2015-11-04,visa
"
Pension plan eliminated. Visa Executives are baffled by employee reaction. They claim to be reading and re-reading employee comments on this subject - trying to understand what all the fuss is about. Did you seriously think that losing our retirement financial security would be no big deal? A 6 percent salary cut effective in two months - take it on the chin - suck it up! Visa employees who have built this...
Show More",1.0,"
It has been a really hard two weeks. Visa staff feel hurt, betrayed, disrespected, and disheartened.",Current Employee Anonymous Employee in Foster City CA,2015-11-11,visa
"
As I'm sure you've read in the comments Visa has decided to effectively remove 6% of our pay by eliminating our pension plans. What you really need to understand is that this isn't an isolated incident nor is it one born of financial necessity. It's done because the executive management believes they can, and basic human greed. As a company we've improved Net Income and Revenue istently year over year and have...
Show More",1.0,"
Decent work/life balance, depending on the group you're in. Stock Price is up iderably the past few years",Current Employee Director in Foster City CA,2015-11-09,visa
"
Little did the new hires know that within three months they would be getting a 6% pay cut along with the rest of the Visa family in form of eliminating the Visa pension. This eliminates the extra $300K a new hire might get if they chose to remain a loyal Visa employee until retirement. The cost to keep the pension for every single employee is about $80M a year, less than the total compensation for Visa's top three execs.",1.0,"
In August 2015 Larry Baer presented the Visa CEO with the gift of a 2014 SF Giants World Series ring as the Visa execs welcomed and congratulated the ecstatic screaming new college hires and interns into the Visa family.",Current Employee Manager in Foster City CA,2015-11-06,visa
"
Dysfunctional culture in IT. Hard to get things done amongst all of the finger pointing and lack of communication. Everyone works in silos and doesn't concern themselves with their impact to other teams. Difficult to fit in if you're not Indian. Pension contribution just eliminated so effectively 6% pay cut though 5 billion dollars available to buy back stock.",1.0,"
Globally recognized company that looks good on resume. Gym in Foster City",Current Employee Anonymous Employee in Foster City CA,2015-11-08,visa
"
Poor mid level management, not so fast paced and bureaucratic. No career path and incompetent HR policies. Very political and growth opportunities are not that great.",3.0,"
Stable Company, moving from legacy applications and infrastructure towards digital. Reasonable salary, ESPP and good 401k Options. Excellent health insurance.",Current Employee Anonymous Employee in Foster City CA,2015-10-06,visa
"
The release process they follow can be painful , taking most of the time out of devs and QA , but overall a good place without much pressure",4.0,"
Good people and workplace , location is good, new tools to learn and grow .Salary is good .",Current Employee Software Development Engineer In Test in Bellevue WA,2015-10-09,visa
"
The company is lost in too much process. To many people fighting over the same few projects. Overly dependent on outsourcing to offshore companies.",2.0,"
Good benefits, reputable brand. Lots of challenges.",Current Employee Lead Systems Architect in Foster City CA,2015-10-16,visa
"
New Sr. Executive Team & direction of company",4.0,"
Great immediate supervisor Good benefits Great product",Former Employee California in Foster City CA,2015-09-24,visa
"
Discouraging when you find out that people employed below your level in recent years are making more that you do. Lack of transparency and no process to true up comp for people that have been around for a while and helped build the company to what it is. Culture is very title centric. Lots of people will not take a meeting with anyone that is not at their level or above.",3.0,"
Lots of really good people with great knowledge and experience. Benefits are strong and compensation is OK if you come into the company now. Office in San Francisco is really nice with great location and positive energy. Good place to be if you are right out of college. Very strong focus on graduate programs and interns during summer. Product and Innovation are good groups to be in. They get to work on interesting...
Show More",Current Employee Director Client Support Services in Foster City CA,2015-10-05,visa
"
Many re-orgs. Decision-making is slow.",3.0,"
Good brand and has structure and process.",Current Employee Anonymous Employee in Foster City CA,2015-10-22,visa
"
Executives are greedy and don't care about employees. Demanding higher profits, while cutting deep into employee benefits and employee retirement plans. All the while the company has istent double digit growth.",1.0,"
Talented pool of dedicated employees that truly care about the company, are dedicated to its continued success and work diligently to build a positive culture.",Current Employee Director in San Francisco CA,2015-11-07,visa
"
Visa is a great place to work on paper. But in reality, it is one of the most dysfunctional corporations I've seen. The senior management is totally disconnected from the rest of the company and routine decisions that are made by mid level employees at other companies are required to get CEO approval. Even opening POs of $5.000 require CEO/CFO approval, creating a huge logjam. Our CEO has cut back the size and scope...
Show More",2.0,"
Brand strength Strong business outlook Smart employees",Current Employee Director in Foster City CA,2015-09-04,visa
"
No organization. The processes change tantly but if you are ok with that and can stay on your toes you will love it.",4.0,"
Good pay, great benefits, flexible schedules and good environment.",Current Employee Finance in Austin TX,2015-09-20,visa
"
Employees are aggressive, combative. The atmosphere is volatile and political. There are incentives for collaboration (like a visa gift card) but, if your manager doesn't ""like"" the group or individual you helped then it will come out on your review. HR is spineless, they came to me when someone filed a complaint against GIS management to corroborate the incident. When I did, the manager - in a status meeting - stated...
Show More",2.0,"
Pay is competitive and in most cases above board.",Former Employee Software Engineer In Test in Foster City CA,2015-09-23,visa
"
I don't have nothing to say right now.",3.0,"
A very good company to work with. Good Benefits.",Former Employee Anonymous Employee in Foster City CA,2015-10-08,visa
"
Looming re-orgs damper the atmosphere",5.0,"
Great learning opportunities Awesome work life balance Interesting work",Current Employee Risk Intern in Foster City CA,2015-09-24,visa
"
zero trust in employees - everything is doubted including your ability none of the tech VP's and SVP's are left from a year ago - everyone is out the door - Sinking ship much ?",3.0,"
Great business model - provides stability still a good paymaster",Current Employee Anonymous Employee in San Francisco CA,2015-07-13,visa
"
This a very corporate environment and departments are structured so there's a significant divide/gap between VP/management and employees. As an employee (in non-management role), I did not see any changes or improvement with existing policies/procedures/operations in my ~3 years working for the company.",4.0,"
Visa offers fantastic benefits such as generous 401 K match, high rate for PTO accrual, company discounts can be applied to several goods/services (i.e. rental cars, sporting even tickets, etc.). The company also gives employees the opportunity to further their careers/knowledge by participating in seminars and taking courses through the company's curriculum to obtain various levels of certification.",Former Employee Financial Analyst in Foster City CA,2015-09-21,visa
"
- Nothing that I can think of.",5.0,"
- Amazing people, Lot of exciting projects !",Former Employee Intern in San Francisco CA,2015-09-19,visa
"
too many process. sometimes, too slow",5.0,"
Awesome compensations. Flexible work schedules Great people to work with. Great system",Current Employee Anonymous Employee in American Fork UT,2015-09-18,visa
"
Slow moving. Highly political. Employee reviews are extremely subjective. New management does not have grounding in payments business.",4.0,"
Strong benefits. Good work-life balance. Competitive pay. Nice working conditions.",Former Employee Anonymous Employee in Chapel Hill NC,2015-09-01,visa
"
Inept, self-serving and very highly paid management in many areas. Some managers are not transparent, and withhold information from staff. In certain areas of finance management marginalizes and bullies people. They also have no qualms about wrongfully discrediting and being very disrespectful to various people both within and without the company. Lack of leadership creates power vacuum and low moral.",3.0,"
Widely recognized brand, good benefits. Senior management is making a concerted effort to bring company in line with silicon valley ethos, with varying results.",Former Employee Anonymous Employee in San Jose CA,2015-09-16,visa
"
""Innovation distinguishes between a leader and a follower,"" (Steve Jobs) and Visa needs to LEAD. I mean really think up new approaches. They have the resources, and I'm not sure why it isn't happening. I can't quite put my finger on what is wrong with the culture at Visa, but something is. As the Peter Drucker attributed saying goes, ""Culture eats strategy for breakfast,"" and something needs to change within the...
Show More",2.0,"
There are some amazing people at Visa. Most of the people I knew who were though, weren't given nearly the credit they deserved. Many had been there a long time and understood the payments industry in a profound way. Bringing in new talent can be a great boon to a business trying to lead on the edge. But respect the brains that got you there in the first place, and make external hiring and internal promotion both...
Show More",Former Employee Anonymous Employee in Foster City CA,2015-08-18,visa
"
Too departmentalized, with collaboration only encouraged within one's designated team.",4.0,"
Nearly everyone easy to work with. Values people with experience. Flexibility on work arrangements and locations.",Current Employee Director Business Analyst in San Francisco CA,2015-09-03,visa
"
I dont see any disadvantages",4.0,"
Driving the innovation for next generation payment systems",Former Employee IOS Engineer in San Jose CA,2015-09-02,visa
"
People whom I have seen in technology are not passionate or motivatedabout what they are doing . Some Engg teams are lacking vision and not structured and managed properly . Very Very lazy and laid back culture . Not great for any person with a passion for work , technology and for someone who wants to build things . Very few full time engineers and they heavily rely on contractors to do all tasks .",1.0,"
Good Work Life balance and good benefits .",Current Employee Staff Software Engineer in Foster City CA,2015-10-04,visa
"
Some of the software / systems / procedures are a little bit old for someone coming straight out of a college CS degree. However on the bright side, you get to experience this world of programming.",5.0,"
Good internship program, lots of perks including a housing package, and a trip to San Francisco for a week. Very technical work.",Former Employee Software Engineer in Denver CO,2015-09-01,visa
"
job was contract and contract ended",5.0,"
Great atmosphere and working environment. Lots of training, held accountable to company standards, good management.",Former Employee Anonymous Employee in Austin TX,2015-08-31,visa
"
New management focus on hiring recent college grads. Basically a RIF by attrition by making this a not so good environment to work in. Big increase in attrition with very slow hiring to replace. Engineering management seems intent on replacing everyone with staff in India. Can't seem to hire talented engineers. Work life balance is way off. Work all day and then work changes in data centers at night too.",3.0,"
Salary and benefits are good. Many good people to work with.",Current Employee Anonymous Employee in Ashburn VA,2015-08-10,visa
"
Hiring process is complex, lengthy and micro-managed",5.0,"
Excellent benefits, great career opportunities",Current Employee Senior Network Technician in Denver CO,2015-08-26,visa
"
Poor HR Response Time to emails Too much Red Tape which makes starting your project or getting the necessary tools harder",3.0,"
Good People to work with Flexible Hours Important Work that makes an impact in the real world",Former Employee Intern in Ashburn VA,2015-09-02,visa
"
Do not know how to grow people manager. Therefore, you have a lot of legacy employees who are not good managers who doesn't develop people but just delegate work. This place has lack of team environment and communication Never commit to a planning schedule. Personally feel, mid-level management like to see us stress due to their unreasonable deadlines. -No growth opportunity -A lot of no-value added work -Work...
Show More",1.0,"
GREAT benefits and good company reputation Minority are smart and hardworking people",Current Employee Anonymous Employee in Foster City CA,2015-09-22,visa
"
pretends to be a flexible and innovative technology company but really acts more like a ervative bank.",5.0,"
good compensation, smart people, dynamic industry",Former Employee Anonymous Employee in Foster City CA,2015-08-04,visa
"
The senior management is not effective at understanding the way the company must conduct itself. Nor are they good at communicating to the staff, particularly in the technology area. There has been an enormous emphasis on hiring Indian students fresh out of school, almost the exclusion of all else. And there seems to be very little interest in promoting anyone with gray hair.",2.0,"
Business model is great. There are some truly talented people working at the company. There is a culture of experimentation and plenty of money to support the experiments. Management needs to support the staff.",Current Employee California in Foster City CA,2015-07-31,visa
"
Lots of untrained new managers",5.0,"
Great company leadership and tantly review and self examination is great",Current Employee Anonymous Employee in Bellevue WA,2015-08-14,visa
"
If you work on the call center, you are a nobody. No opportunity to grow and work in a different department. Once you work in the Call center you will never leave that place unless you resign. Expect to answer 130 calls per day and not be able to help the customers. And when you want a day off, you will have to beg your manager for it. Some managers are great, and they will help you, but some, most of them, are horrible...
Show More",2.0,"
Good benefits (health, vision, paid vacation), lots of Overtime if you want to make some extra money, on-site Gym.",Former Employee Customer Service Associate in Miami FL,2015-08-21,visa
"
Hard to get things done. Impossible to find the right people to it. If you do not fit the ""Visa personality"" you will be ostracized and will not be promoted or able to move to another department.",3.0,"
Good Benefits, stable company. Good training.",Former Employee Operations Analyst in Highlands Ranch CO,2015-08-23,visa
"
At the time I worked there, there was a history of IT working in a ""vendor-like"" relationship with the Business that no longer was in effect but the residue was there. Business management treated IT very, very rudely even when it was not an IT issue. Made for a poor working environment with the people you were supposed to be helping.",2.0,"
Pays very well with great benefits. Work place is very nice. Cafeteria on-site. Colleagues are friendly and helpful. Management was in the middle of transition when I was there and it seemd to be moving in a good direction.",Former Employee California in Foster City CA,2015-08-21,visa
"
No value add work.",1.0,"
Good benefits, good work life balance",Current Employee Director in San Mateo CA,2015-09-16,visa
"
Visa was a great place to work before they went public. All decisions were made locally. Now the decisions are made in headquarters with a US mindset instead of an Intl thinking. Too much politcs. To get ahead you have to know the hiring manager if not don't event think about it. Qualifications don't count.",2.0,"
decent salary and benefits employees are good hearted just their hands are tied.",Former Employee Project Manager in Miami FL,2015-08-19,visa
"
So large that sometimes the right hand doesn't know the left hand.",5.0,"
Surprisingly everyone is incredibly friendly and helpful.",Former Employee Technical Writer in Berkeley CA,2015-08-12,visa
"
No work life balance Great place, but only for Indians",2.0,"
Can work on Latest and greatest Technologies",Current Employee Director in Foster City CA,2015-08-14,visa
"
Process oriented but is changing now",4.0,"
Visa has changed quite a bit in the last few years and is really a great place to work",Current Employee Anonymous Employee in Foster City CA,2015-08-09,visa
"
culture, people are busy with politics instead of doing work.",3.0,"
brand, reputation, market share, work life balance",Current Employee Anonymous Employee in San Francisco CA,2015-08-14,visa
"
Perks went away, cafeteria was subsidized but underwent change in management, so the food options were more limited, then got better",3.0,"
International colleagues, commute, work family balance, bonus, on site cafeteria, and easy access to lunch areas in surrounding neighborhood",Former Employee Business Leader in Foster City CA,2015-08-20,visa
"
Very challenging work culture, with lots of people there seemingly just to pull a pay check. Lots of red tape combined with an unwillingness to even respond to email unless you outrank them. While it's a great place to ride out the tail end of your career, not a good place to build on and wouldn't recommend to anyone getting started or early in their career.",3.0,"
The business model is rock solid and it will likely continue to grow for years to come. Pay is also quite good.",Current Employee Anonymous Employee in Foster City CA,2015-07-22,visa
"
None so far. The worst thing I have had to deal with was waiting to get hired.",5.0,"
Great training program and company culture.",Current Employee Systems Analyst in Ashburn VA,2015-07-29,visa
"
- hard to get stuff done because of processes ...company now working on streamlining procedures and enhancing engagement",4.0,"
- CEO has changed out leadership team since arriving three years ago, united in driving innovation in payments space. Some fundamental changes planned. - great work life balance culture at HQ - generous benefits, including high matching 401k and pension - despite being fifty years old, is only eight years since becoming a public company so many opportunities for building and leaving a legacy - relatively easy to...
Show More",Current Employee Anonymous Employee in Foster City CA,2015-07-09,visa
"
The downside is Promoting from within was very little and sometimes the mangers didn't want you to leave and after being a customer service rep learning so many products I figure why not be promoted. Also major downside is depending what job you take you will be outsourced for a cheaper labor employee. Also after leaving this company no other company can contact them to verify that you worked their only information available...
Show More",3.0,"
The pay was medium grade and the hours was great got to make major money doing overtime and also Health Benefits was super. If you want a retirement plan check they got all that covered. Also promotions was nice getting a extra 1000 bonus was great! Rewarding employees with a night on the town by giving free movie tickets or gift cards was also very fun to have happen.",Former Employee Unemployed in Baltimore MD,2015-07-17,visa
"
In the midst of an attempt at culture shift. Hard to get work done due to bureaucracy and process overhead. Technology vision is a bit lacking at all levels. Diversity concerns within the executive management structure under the CTO.",4.0,"
Good Pay, Great Benefits, Flexibility, and work life balance.",Current Employee Senior Software Engineer in Highlands Ranch CO,2015-07-10,visa
"
Still migrating away from some old technologies which can limit productivity",5.0,"
Flexible hours, no micromanaging, modern equipment and software",Current Employee Software QA Intern in Highlands Ranch CO,2015-07-25,visa
